"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"WPR12GA106","ACC","82909","2012-02-15T14:01:00Z","Moran Junction","Wyoming","United States","","N407HL","FALSE","DirectorBrief","2014-11-20T05:00:00Z","Fatal","1","2","0","The pilot’s failure to maintain yaw control while hovering at high density altitude, which resulted in a loss of tail rotor effectiveness.","","43.726112","-110.199722","BELL","407","HELI","","","FALSE","1","","PUBL","PUBU","Substantial","VMC","Teton County Sheriffs Office","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82909","10/7/2014 8:12:00 PM",
"CEN12FA139","ACC","82704","2012-01-19T10:01:00Z","Centerville","Louisiana","United States","","N369TL","FALSE","DirectorBrief","2012-08-15T04:00:00Z","Fatal","2","0","0","The pilot allowed the helicopter to settle with power while maneuvering at low altitude.","","29.5275","-91.395553","ROBINSON","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","CENAC Marine Services, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82704","6/28/2012 3:54:00 PM",
"ERA12WA155","ACC","82729","2012-01-18T18:15:00Z","Montana Auyantepui","","Venezuela","","YV1985","FALSE","None","2020-11-03T05:00:00Z","Fatal","5","0","0","","","5.997777","-62.579444","BELL","206","HELI","","","FALSE","1","","AOBV","NUSN","Destroyed","VMC","LLOYD AVIATION C.A.","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=82729","1/27/2012 8:38:00 PM",
"DCA12FA024","ACC","82685","2012-01-16T07:15:00Z","Camp Bastion","","Afghanistan","","N5748M","FALSE","DirectorBrief","2015-11-19T05:00:00Z","Fatal","3","0","0","the overtravel of the collective sleeve, which led to a severe and sudden reduction in main rotor blade collective pitch, resulting in a loss of control of the helicopter. The reason for the collective sleeve overtravel could not be determined since much of the collective control system was consumed in the post crash fire.","","31.783611","64.210281","BELL","214","HELI","","","FALSE","2","NSCH","","135","Destroyed","VMC","AAR Airlift","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82685","11/24/2014 1:18:00 PM",
"ERA12MA122","ACC","82564","2011-12-26T06:54:00Z","Green Cove Springs","Florida","United States","","N5016M","FALSE","DirectorBrief","2013-06-17T04:00:00Z","Fatal","3","0","0","The pilot’s improper decision to continue visual flight into night instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the pilot’s improper decision was his self-induced pressure to complete the trip.","","29.881111","-81.755279","BELL","206B","HELI","","","FALSE","1","NSCH","","135","Destroyed","IMC","SK Logistics Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82564","4/30/2013 1:52:00 PM",
"ERA12WA113","ACC","82538","2011-12-09T17:30:00Z","Sao Bento do Sul","","Brazil","","PR-KLA","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","-26.381111","-49.36972","ROBINSON","R44","HELI","","","FALSE","1","","PERS","NUSN","Substantial","IMC","SASH Locacao de Veiculos","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=82538","12/20/2011 7:57:00 PM",
"DCA12MA020","ACC","82479","2011-12-07T17:30:00Z","Las Vegas","Nevada","United States","AAR1301","N37SH","TRUE","Report","2013-02-20T05:00:00Z","Fatal","5","0","0","Sundance Helicopters’ inadequate maintenance of the helicopter, including (1) the improper reuse of a degraded self-locking nut, (2) the improper or lack of installation of a split pin, and (3) inadequate postmaintenance inspections, which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendered the helicopter uncontrollable. Contributing to the improper or lack of installation of the split pin was the mechanic’s fatigue and the lack of clearly delineated maintenance task steps to follow. Contributing to the inadequate postmaintenance inspection was the inspector’s fatigue and the lack of clearly delineated inspection steps to follow.","","36.169597","-115.119041","EUROCOPTER FRANCE","AS350B2","HELI","LAS","Las Vegas McCarren","FALSE","1","NSCH","","135","Destroyed","VMC","SUNDANCE HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82479","6/15/2012 1:00:00 PM",
"CEN12FA091","ACC","82423","2011-11-24T19:30:00Z","Hackensack","Minnesota","United States","","N821JV","FALSE","DirectorBrief","2013-02-12T05:00:00Z","Fatal","1","0","1","The helicopter's sudden yaw and subsequent impact with the water for reasons that could not be determined during postaccident examination of the helicopter and its systems.","","46.960277","-94.425003","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82423","12/18/2012 6:52:00 PM",
"CEN12WA063","ACC","82306","2011-11-12T11:20:00Z","Andratx","","Spain","","G-WOOW","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","0","0","HUGHES","500","HELI","","","FALSE","","","PERS","NUSN","Substantial","","","N/A","FALSE","","",
"WPR12MA034","ACC","82279","2011-11-10T13:14:00Z","Pukoo","Hawaii","United States","","N11QV","TRUE","DirectorBrief","2014-07-23T04:00:00Z","Fatal","5","0","0","The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions, which resulted in the impact of the horizontal stabilizer and lower forward portion of the fenestron with ground and/or vegetation and led to the separation of the fenestron and the pilot's subsequent inability to maintain control. Contributing to the accident was the pilot's decision to operate into an area surrounded by rising terrain, low and possibly descending cloud bases, rain showers, and high wind.","","21.067499","-156.843048","EUROCOPTER","EC 130 B4","HELI","","","FALSE","1","NSCH","","135","Substantial","VMC","Blue Hawaiian Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82279","5/14/2013 11:53:00 PM",
"CEN12RA052","ACC","82238","2011-11-02T09:58:00Z","Kapuskasing","","Canada","","C-GDQH","FALSE","None","","Fatal","3","0","0","","","49.150001","-82.449996","BELL","206L","HELI","","","FALSE","1","NSCH","","NUSC","Substantial","VMC","Sunrise Helicopters Inc.","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=82238","11/14/2011 1:12:00 PM",
"ANC12FA006","ACC","82198","2011-10-29T20:09:00Z","Iliamna","Alaska","United States","","N165EH","FALSE","DirectorBrief","2014-02-13T05:00:00Z","Fatal","1","0","0","The pilot's loss of control due to sudden medical impairment or incapacitation.","","59.676944","-155.103332","EUROCOPTER","AS 350 B2","HELI","ILI","ILIAMNA","FALSE","1","NSCH","","135","Destroyed","VMC","ERA HELICOPTERS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82198","2/7/2014 6:52:00 PM",
"ERA12MA005","ACC","81979","2011-10-04T15:25:00Z","New York","New York","United States","","N63Q","FALSE","DirectorBrief","2013-02-28T05:00:00Z","Fatal","2","1","0","The pilot's failure to anticipate and correct for conditions (high gross weight, low indicated airspeed, and a right downwind turn) conducive to loss of tail rotor effectiveness (LTE), which resulted in LTE and an uncontrolled spin. Contributing to the accident was the pilot’s inadequate preflight planning, which resulted in the helicopter being in excess of its maximum allowable gross weight at takeoff.","","40.738887","-73.96833","BELL","206B","HELI","6N5","East 34th Street Heliport","FALSE","1","","PERS","091","Substantial","VMC","DUDLEY PAUL P","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81979","12/19/2012 8:26:00 PM",
"CEN12FA001","ACC","81955","2011-10-01T12:55:00Z","Philip","South Dakota","United States","","N266CY","FALSE","DirectorBrief","2014-04-10T04:00:00Z","Fatal","1","0","0","The in-flight separation of the main rotor mast following a mast bumping event. The reason for the mast bumping event could not be determined due to postaccident damage.","","44.017776","-101.634445","ROBINSON HELICOPTER CO","R66","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","P P & J LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81955","3/24/2014 8:21:00 PM",
"CEN11WA683","ACC","81977","2011-09-30T11:30:00Z","Bienservida","","Spain","","EC-GIC, CC-CIS","FALSE","None","","Fatal","1","0","0","","","0","0","BELL, BELL","212, 212","HELI,HELI","","","FALSE,FALSE",",","",",","NUSN,",",","",",","N/A","FALSE","","",
"WPR11WA476","ACC","81946","2011-09-25T05:41:00Z","Mataram, West Nusa","","Indonesia","","PK-OVC","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","-8.899999","117.386108","BELL","412SP","HELI","","","FALSE","2","NSCH","","NUSC","Substantial","","PT Airfast Indonesia","N/A","FALSE","","",
"CEN11FA666","ACC","81895","2011-09-23T20:30:00Z","Curren","Michigan","United States","","N8324F","FALSE","DirectorBrief","2012-11-26T05:00:00Z","Fatal","2","0","0","The non-instrument-rated pilot's decision to continue visual flight into instrument meteorological conditions, which resulted in controlled flight into trees and the ground. Contributing to the accident was the pilot's impairment from multiple drugs.","","45.078056","-83.560279","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","","PERS","091","Substantial","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81895","10/1/2012 7:02:00 PM",
"ERA11WA509","ACC","81932","2011-09-10T23:30:00Z","Rio de Janeriro","","Brazil","","PR-CEC","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","-22.969999","-43.291667","ROBINSON","R44","HELI","","","FALSE","1","","OWRK","NUSN","Substantial","","Celso Colombo Filho e Outros","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81932","10/4/2011 7:25:00 PM",
"WPR11WA438","ACC","81725","2011-09-03T03:30:00Z","Plutonic Aero., Australia","","Australia","","VH-HCA","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","1","0","","","-24.866666","119.050003","ROBINSON","R44","HELI","","","FALSE","1","","AOBV","NUSN","Substantial","VMC","Wieland Helicopter Company","N/A","FALSE","","",
"ERA11WA508","ACC","81930","2011-08-30T11:58:00Z","Sao Sebastiao","","Brazil","","PP-CLE","FALSE","None","2020-11-03T05:00:00Z","Fatal","3","0","0","","","-23.7775","-45.544445","ROBINSON","R44","HELI","","","FALSE","1","","PERS","NUSN","Substantial","IMC","Seisa Clerman EMP. Imobiliarios Ltd.","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81930","10/6/2011 1:58:00 PM",
"WPR11WA421","ACC","81666","2011-08-28T15:00:00Z","South Malekula, Vanuatu","","Vanuatu","","YJ-HEL","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","2","","","-15","166.666671","HUGHES","369D","HELI","","","FALSE","1","","EXLD","NUSN","Substantial","VMC","Vanuatu Helicopters","N/A","FALSE","","",
"CEN11WA617","ACC","81704","2011-08-27T21:15:00Z","St. Ferdinand","","Canada","","C-GEBY","FALSE","None","2020-11-03T05:00:00Z","Fatal","4","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","1","","UNK","NUSN","Substantial","","9049-5854 Quebec Inc","N/A","FALSE","","",
"CEN11FA599","ACC","81607","2011-08-26T18:41:00Z","Mosby","Missouri","United States","AAR1302","N352LN","TRUE","Report","2013-07-23T04:00:00Z","Fatal","4","0","0","The pilot's failure to confirm that the helicopter had adequate fuel on board to complete the mission before making the first departure, his improper decision to continue the mission and make a second departure after he became aware of a critically low fuel level, and his failure to successfully enter an autorotation when the engine lost power due to fuel exhaustion. Contributing to the accident were (1) the pilot's distracted attention due to personal texting during safety-critical ground and flight operations, (2) his degraded performance due to fatigue, (3) the operator's lack of a policy requiring that an operational control center specialist be notified of abnormal fuel situations, and (4) the lack of practice representative of an actual engine failure at cruise airspeed in the pilot's autorotation training in the accident make and model helicopter.","","39.356666","-94.2975","EUROCOPTER","AS-350-B2","HELI","GPH","Midwest National Air Center","FALSE","1","NSCH","","135","Substantial","VMC","Air Methods Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81607","4/4/2013 4:32:00 PM",
"CEN11LA606","ACC","81642","2011-08-21T13:35:00Z","Mt. Clemens","Michigan","United States","","N49739, N7505B","FALSE","DirectorBrief","2012-04-02T04:00:00Z","Fatal","1","0","0","The wing walker’s decision to release his grip of the airplane during an attempted aerial transfer from airplane to helicopter before both aircraft achieved the proper relative positioning for the transfer.","","42.608333","-82.835556","BOEING, SCHWEIZER","A75N1(PT17), HUGHES 269C","AIR,HELI","MTC","Selfridge Air Natl Guard Base","FALSE,FALSE","1,1","","ASHO,ASHO","091,091","None,None","VMC",",Helibatics LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81642","3/5/2012 7:21:00 PM",
"ERA11WA472","ACC","81604","2011-08-19T19:48:00Z","","","Brazil","","PR-SEK","FALSE","None","2020-11-03T05:00:00Z","Fatal","4","0","0","","","0","0","AGUSTA","AW139","HELI","","","FALSE","","NSCH","","NUSC","Substantial","VMC","Senior Taxi Aereo Ltda.","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81604","9/1/2011 12:40:00 PM",
"WPR11WA393","ACC","81554","2011-08-18T10:08:00Z","Marree, Australia","","Australia","","VH-NTV","FALSE","None","2020-11-03T05:00:00Z","Fatal","3","0","0","","","-28.183332","137.666671","AEROSPATIALE","AS355","HELI","","","FALSE","2","","OWRK","NUSN","Substantial","VMC","Australian Broadcasting Corp","N/A","FALSE","","",
"WPR11WA351","ACC","81261","2011-07-27T09:30:00Z","Fitzroy Crossing, Australia","","Australia","","VH-YOL","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","-18.1","125.466667","ROBINSON","R22","HELI","","","FALSE","1","","UNK","NUSN","Substantial","","Jenyns Pastoral Pty Ltd.","N/A","FALSE","","",
"WPR11FA350","ACC","81226","2011-07-25T14:38:00Z","Chelan","Washington","United States","","N5663","FALSE","DirectorBrief","2013-07-23T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain clearance from power lines while maneuvering at a low altitude.","","47.890834","-120.068054","SIKORSKY","S-55B","HELI","","","FALSE","1","","AAPL","091","Substantial","VMC","Golden Wings Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81226","5/22/2013 6:34:00 PM",
"CEN11FA507","ACC","81232","2011-07-25T11:30:00Z","Wilton","Iowa","United States","","N3880J","FALSE","DirectorBrief","2013-02-27T05:00:00Z","Fatal","1","0","0","The inadequate performance planning by the pilot that resulted in reduced climb capability while transitioning to an out-of-ground effect hover with a left pedal turn.","","41.580337","-91.020278","SIKORSKY","UH-34D","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","Southern Helicopter Service LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81232","1/30/2013 6:39:00 PM",
"CEN11WA510","ACC","81236","2011-07-24T15:28:00Z","Cornwall","","United Kingdom","","G-ROTG","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","0","0","ROBINSON","R44 II","HELI","","","FALSE","1","","UNK","NUSN","Substantial","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81236","8/6/2011 7:39:00 PM",
"ERA11RA398","ACC","81096","2011-07-12T20:41:00Z","Girardot","","Colombia","","N810AG","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","4.243055","-74.828887","ROBINSON","R66","HELI","SKGI","Girardot/Santiago Villa Arpt","FALSE","1","","UNK","NUSN","Substantial","VMC","Juan Pablo Gaviria Aristizabal","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81096","8/1/2011 11:21:00 PM",
"WPR11WA332","ACC","81134","2011-07-11T04:00:00Z","Burma","Pacific Ocean","United States","","F-H JCS","FALSE","None","2020-11-03T05:00:00Z","Fatal","3","2","0","To be determined by the government of Burma.","","37.634914","-130.070816","SIKORSKY","S76","HELI","","","FALSE","","","OWRK","NUSN","Substantial","","Heli Union Ltd","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81134","8/2/2011 5:29:00 PM",
"ERA11WA439","ACC","81387","2011-07-09T19:00:00Z","Istok","","Russia","","RA-04304","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","56.608333","93.752777","ROBINSON","R-44","HELI","","","FALSE","1","","POSI","NUSN","Substantial","IMC","Private","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=81387","8/12/2011 1:03:00 PM",
"CEN11FA468","ACC","81068","2011-07-09T09:27:00Z","Rising Sun","Indiana","United States","","N42333","FALSE","DirectorBrief","2014-03-07T05:00:00Z","Fatal","1","0","0","The noninstrument-rated pilot's decision to continue the visual flight rules flight into instrument meteorological conditions, which resulted in his spatial disorientation and failure to maintain clearance from terrain.","","38.916389","-84.885002","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","Joseph Ohnheiser","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81068","1/27/2014 5:44:00 PM",
"CEN11WA493","ACC","81186","2011-07-08T21:45:00Z","Tecpan","","Guatemala","","TG-MUK","FALSE","None","","Fatal","2","1","0","","","0","0","BELL","206 - L4","HELI","","","FALSE","1","","","NUSC","","","","N/A","FALSE","","",
"CEN11FA422","ACC","80903","2011-06-27T12:23:00Z","Del Valle","Texas","United States","","N7779M","FALSE","DirectorBrief","2013-08-07T04:00:00Z","Fatal","1","0","0","The divergence of the main rotor from its normal plane of rotation for reasons that cannot be determined because the pilot’s control inputs leading up to the event are unknown, resulting in mast bumping and main rotor blade separation.","","30.159654","-97.599746","ROBINSON","R22 BETA","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","Don S. Arsenault","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=80903","6/5/2013 4:51:00 PM",
"CEN11WA446","ACC","80980","2011-06-24T08:06:00Z","Schefferville","","Canada","","CFSKV","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","1","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","UNK","Substantial","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=80980","8/6/2011 7:35:00 PM",
"WPR11FA239","ACC","79241","2011-05-27T14:15:00Z","Weaverville","California","United States","","N222DW","FALSE","DirectorBrief","2012-04-20T04:00:00Z","Fatal","1","0","0","The student pilot's decision to fly in windy conditions that exceeded his capabilities, which resulted in his subsequent loss of helicopter control. Contributing to the accident was his lack of flight experience in the accident helicopter.","","40.70111","-122.953887","BRANTLY","B-2B","HELI","O54","Weaverville","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=79241","3/14/2012 5:03:00 PM",
"ERA11WA308","ACC","79183","2011-05-23T21:05:00Z","Norte de Santander","","Colombia","","HK4448","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","7.926111","-72.821388","BELL","206L-3","HELI","","","FALSE","","","UNK","NUSN","Destroyed","","Aviheco S.A.","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=79183","6/9/2011 6:14:00 PM",
"CEN11FA337","ACC","79102","2011-05-12T15:17:00Z","New Athens","Illinois","United States","","N9263Y","FALSE","DirectorBrief","2012-11-07T05:00:00Z","Fatal","1","0","0","The pilot’s failure to attain sufficient altitude to clear terrain while maneuvering.","","38.342777","-89.917778","BELL","OH-58C","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","COUCH HELICOPTER SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=79102","8/24/2012 5:58:00 PM",
"WPR11WA482","ACC","82444","2011-05-09T04:40:00Z","Julia Creek, Australia","","Australia","","VH-DSD","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","-19.95","141.133331","ROBINSON","R22","HELI","","","FALSE","1","","OWRK","NUSN","Substantial","IMC","Versatile Helicopter Services","N/A","FALSE","","",
"ERA11FA272","ACC","78997","2011-04-30T20:30:00Z","Indiana","Pennsylvania","United States","","N445AB","FALSE","DirectorBrief","2014-08-13T04:00:00Z","Fatal","1","3","0","The pilot's operation of the helicopter at a low-forward airspeed out of ground effect, which resulted in the helicopter’s loss of translational lift and tail rotor authority and the pilot’s subsequent loss of helicopter control.","","40.620849","-79.14936","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","Penn Helicopter LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78997","8/8/2014 2:33:00 PM",
"ERA11WA276","ACC","79018","2011-04-26T17:43:00Z","Sulmona","","Italy","","I-ETEC","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","42.029724","13.949166","ROBINSON","R22","HELI","","","FALSE","1","","AOBV","NUSN","Destroyed","","ELICOMPANY S.R.L.","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=79018","5/4/2011 7:25:00 PM",
"WPR11WA200","ACC","78878","2011-04-11T13:50:00Z","Sibu, Malaysia","","Malaysia","","9M-AXH","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","0","0","BELL","206B-III","HELI","","","FALSE","1","","UNK","NUSN","Substantial","VMC","Sabah Air Aviation","N/A","FALSE","","",
"ERA11WA245","ACC","78872","2011-04-08T20:30:00Z","Santo Andre City","","Brazil","","PT-YMJ","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","-23.781665","-46.340557","BELL","206B","HELI","","","FALSE","1","","UNK","NUSN","Destroyed","","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=78872","4/25/2011 5:40:00 PM",
"ERA11WA215","ACC","78686","2011-03-24T22:30:00Z","San Clemente","","Chile","","CC-CID","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","1","0","","","35.549999","-71.483329","BELL","205","HELI","","None","FALSE","1","","FIRF","NUSN","Destroyed","VMC","FAASA Chile Servicio Aereos LTDA","N/A","FALSE","","",
"ERA11WA155","ACC","78409","2011-02-18T05:15:00Z","Vereda Galan","","Colombia","","HK-4594","FALSE","None","2020-11-03T05:00:00Z","Fatal","4","0","0","","","7.324999","-73.140274","BELL","206","HELI","","","FALSE","1","","BUS","NUSN","Destroyed","IMC","HELISERVICE LTDA","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=78409","3/11/2011 7:17:00 PM",
"ERA11WA145","ACC","78369","2011-02-09T14:00:00Z","El Tocuyo","","Venezuela","","YV447A","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","9.756667","-69.812225","Scotts-Bell 47, Inc.","47G-4A","HELI","","","FALSE","1","","AAPL","NUSN","Destroyed","VMC","Fumiteca","N/A","FALSE","","",
"WPR11WA127","ACC","78301","2011-02-04T01:47:00Z","Cessnock, Australia","","Australia","","VH-HFH","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","1","0","","","-32.783332","151.350006","ROBINSON","R44","HELI","","","FALSE","1","","UNK","NUSN","Substantial","","Aero Logistics Pty","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=78301","2/11/2011 2:34:00 PM",
"WPR11GA115","ACC","78250","2011-01-31T12:15:00Z","Marana","Arizona","United States","","N530RL","FALSE","DirectorBrief","2012-12-05T05:00:00Z","Fatal","1","2","1","An inadvertent tail rotor strike during an attempted pinnacle landing, which resulted in the pilot's loss of control of the helicopter. Inhospitable terrain/topography contributed to the severity of the accident.","","32.351387","-111.476112","MCDONNELL DOUGLAS HELI CO","369FF","HELI","","","FALSE","1","","PUBL","PUBU","Substantial","VMC","Pima County Sheriff's Department","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78250","10/12/2012 2:40:00 PM",
"ERA11FA101","ACC","78077","2010-12-31T15:26:00Z","Weyers Cave","Virginia","United States","","N2876L, N312PH","FALSE","DirectorBrief","2012-11-26T05:00:00Z","Fatal","2","0","0","The inherent limitations of the see-and-avoid concept, which made it difficult for the helicopter pilot to see the airplane before the collision. Contributing to the accident was the airplane pilot’s non-standard entry to the airport traffic pattern, which, contrary to published Federal Aviation Administration guidance, was conducted 500 feet below the airport's published traffic pattern altitude and in a direction that conflicted with the established flow of traffic.","","38.27222","-78.889999","CESSNA, EUROCOPTER DEUTSCHLAND GMBH","172H, EC 135 P2","AIR,HELI","","","FALSE,FALSE","1,2","","PERS,POSI","091,091","Substantial,Minor","VMC","PRICE MICHAEL W,PHI Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78077","10/3/2012 7:02:00 PM",
"ERA11WA098","ACC","78069","2010-12-21T14:00:00Z","Aracuju","","Brazil","","PR-HQB","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","1","","","-10.899999","-37.066665","BELL","206","HELI","SNAU","Aracaju/Aeroclube","FALSE","1","","UNK","NUSN","Substantial","","Floyne Servico Aereo Expecializado Ltda","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=78069","1/4/2011 4:14:00 PM",
"CEN11WA105","ACC","77993","2010-12-09T08:55:00Z","Tourrettes-sur-Loup","","France","","G-CBVL","FALSE","None","2020-11-03T05:00:00Z","Fatal","2","0","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","1","","PERS","NUSN","Destroyed","VMC","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77993","12/27/2010 3:08:00 PM",
"CEN11LA067","ACC","77794","2010-11-14T16:45:00Z","Post","Texas","United States","","N2268U","FALSE","DirectorBrief","2011-10-17T04:00:00Z","Fatal","1","1","0","The pilot's decision to operate the helicopter over the maximum gross weight and forward of the recommended center of gravity.","","33.228054","-101.135276","BRANTLY","B-2B","HELI","2TE7","Beach Ranch Airport","FALSE","1","","PERS","091","Substantial","VMC","BEACH PAUL A","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77794","9/14/2011 2:27:00 PM",
"ERA11WA064","ACC","77825","2010-11-13T22:15:00Z","Trujillo","","Colombia","","XA-UNI","FALSE","None","2020-11-03T05:00:00Z","Fatal","3","0","0","","","4.299166","-76.435279","BELL","412EP","HELI","","","FALSE","2","","BUS","NUSN","Destroyed","IMC","ASESA","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77825","12/9/2010 7:30:00 PM",
"WPR11WA043","ACC","77769","2010-11-09T04:30:00Z","Rolleston, Australia","","Australia","","VH-TCG","FALSE","None","2020-11-03T05:00:00Z","Fatal","1","0","0","","","-24.633333","148.233337","ROBINSON","R22","HELI","","","FALSE","1","","UNK","NUSN","Substantial","VMC","","N/A","FALSE","https://data.ntsb.gov/Docket?ProjectID=77769","11/14/2010 1:37:00 PM",
"CEN11FA053","ACC","77728","2010-11-03T14:59:00Z","Meeker","Colorado","United States","","N8533F","FALSE","DirectorBrief","2013-02-12T05:00:00Z","Fatal","1","1","0","The pilot's failure to maintain clearance from electrical power lines during the low-altitude flight.","","40.18861","-107.906669","BELL","206","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","MILE HIGH HELICOPTER COMPANY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77728","12/17/2012 4:50:00 PM",
"ERA11FA042","ACC","77690","2010-10-30T10:30:00Z","Thomas","West Virginia","United States","","N765WH","FALSE","DirectorBrief","2012-02-06T05:00:00Z","Fatal","1","1","2","The pilot's failure to clear the helicopter and its external load from surrounding structures and his failure to execute a timely release of the external load, which resulted in an inadvertent entanglement and collision with wires and terrain. Contributing to the lineman's fatal injury was his position outside of the helicopter during the accident.","","39.200553","-79.538055","MD HELICOPTERS INC","369E","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","Winco Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77690","12/12/2011 8:14:00 PM",
